N,P,K,temperature,humidity,ph,rainfall,crop
62.0486,46.724,63.692,7.1435,67.7156,6.4065,69.6252,cherry
109.6917,45.9135,96.7155,22.9182,70.4398,6.7613,114.5716,tomato
45.0355,120.8168,160.8685,15.8937,65.3508,6.0606,141.8409,apple
79.7395,40.6042,96.0901,22.4803,75.1384,5.94,62.9565,strawberry
63.2134,74.0575,69.4344,14.7969,65.3281,6.1441,107.0399,cherry
21.5438,108.7737,145.2021,20.0669,82.0239,5.5396,190.5285,apple
80.8054,64.3298,69.5372,28.618,79.7488,6.4269,80.2593,peach
56.5165,51.1289,83.9796,19.8889,65.0374,5.1925,103.1729,potato
100.1601,40.0184,53.3692,22.8749,55.4875,6.2072,17.0241,maize
65.7041,36.4415,69.5983,17.4874,71.2372,6.076,79.4624,cherry
110.974,56.0129,78.5804,22.6769,54.599,6.7656,105.1676,cherry
69.7298,41.8677,55.5707,25.1857,65.1321,6.264,67.4031,cherry
96.2537,74.3441,75.0915,18.0228,58.9719,6.5845,84.7963,tomato
99.5774,86.7244,109.0946,26.2097,66.9386,6.7064,91.2798,tomato
122.5867,30.0817,87.9611,28.4186,72.5336,5.6877,93.6717,tomato
85.9837,20.8785,104.2632,17.1695,74.7737,5.9582,140.1792,potato
96.5252,36.9973,77.5089,18.4458,65.2817,6.2987,99.9625,cherry
94.984,40.0848,28.4912,26.9754,50.5271,6.748,97.2254,maize
119.7553,55.5428,42.7328,23.8365,70.1152,6.3116,112.1986,maize
110.3541,26.3056,66.3508,24.5967,58.8274,5.8457,87.4116,bell_pepper
85.2909,52.0259,34.0746,30.2107,60.7248,7.0779,95.7751,maize
102.2545,62.45,61.9517,15.4075,67.3812,5.6478,129.0157,potato
105.7912,70.2687,101.3777,20.0778,90.3186,5.4472,152.5451,potato
62.6884,39.6385,15.6251,22.5539,61.3636,6.2472,142.2293,maize
108.2565,59.8316,91.7066,26.456,98.0531,6.0195,85.5534,bell_pepper
93.7941,38.9646,28.9647,22.8629,65.7213,5.6684,64.2593,maize
82.8344,54.3982,36.0602,23.4304,66.3375,6.5516,120.8368,maize
44.4655,14.0551,71.7879,27.8212,62.7962,7.1648,15.361,grapes
56.8231,50.237,84.7157,21.6403,76.8292,5.8376,85.7064,strawberry
140.0,46.3983,110.5152,21.4707,50.508,6.9235,107.5876,tomato
126.3363,67.101,83.2061,23.4229,77.4449,6.4144,106.2812,tomato
96.1738,33.0692,33.5015,23.1883,71.8737,6.3929,145.6176,maize
117.2667,73.0667,137.2325,24.7591,50.2172,5.3519,115.3023,tomato
76.0267,53.5442,67.3701,16.3007,75.6436,5.8752,82.4076,potato
38.8208,52.9518,56.4238,20.6754,58.4697,6.4504,46.8353,grapes
89.6952,32.4384,63.5424,23.2073,55.8692,6.3097,92.5603,peach
78.1979,63.4861,55.5569,20.5044,82.5224,5.5992,63.9188,strawberry
79.4946,44.9421,59.5946,17.3596,61.5545,6.1066,110.4765,cherry
106.0161,40.4648,68.6106,26.4126,45.853,5.8722,38.1652,peach
96.0689,39.7977,28.1877,22.7556,66.5392,5.6749,64.7121,maize
75.5796,65.3252,64.1915,17.2035,82.9266,6.1977,77.6904,strawberry
15.5517,69.0728,42.3886,23.1072,69.2898,5.7477,55.5969,grapes
86.2551,50.7265,27.1228,26.3675,70.5668,6.1646,99.5919,maize
109.5189,38.5842,106.2812,20.886,76.4176,5.6953,127.6757,strawberry
96.9541,30.8939,80.108,15.5408,81.6544,6.0891,59.3816,cherry
97.5551,54.1245,77.7487,18.7932,61.3823,6.7849,64.1999,peach
73.8942,33.9959,95.9512,18.5682,74.0026,6.0599,63.3671,strawberry
82.2464,53.5927,35.0872,23.3678,66.0762,6.4872,120.1806,maize
118.4744,39.3151,69.3823,18.3973,65.6838,6.0394,19.4833,peach
79.1845,56.4424,90.5017,19.6441,84.8725,5.8674,36.9894,strawberry
6.7072,128.3908,159.6166,12.9124,41.5891,5.9887,88.1732,apple
23.2543,51.5199,50.6975,25.1289,48.8011,5.8447,37.3697,grapes
28.9602,30.9628,61.0214,26.2138,61.7842,5.9001,100.9012,grapes
115.3903,52.6275,75.3717,23.0616,48.3143,6.844,84.1611,peach
94.7804,38.0457,114.6848,17.4737,66.9984,6.0054,74.3918,potato
68.5298,48.3872,98.5198,21.8791,82.8731,5.9884,46.6296,potato
99.3296,32.2266,66.8089,16.664,63.8813,6.1793,67.7588,cherry
58.0986,118.3895,154.2895,24.6242,78.8115,6.2809,123.5804,apple
73.6182,27.7649,38.6534,27.424,69.5488,6.4067,70.2457,maize
140.0,35.7063,85.7369,16.7994,76.2483,6.0678,69.6724,tomato
64.8721,54.1749,95.2043,19.593,73.5537,5.3958,74.6813,strawberry
71.2406,46.2512,127.2061,21.2776,74.2233,5.4702,89.2157,strawberry
76.2256,58.5981,100.3742,14.6013,71.0999,5.5151,99.6605,potato
66.6813,49.8277,55.8584,17.6574,53.149,6.4213,78.1807,cherry
8.7432,37.1415,62.4889,25.5534,69.5021,6.1884,32.2844,grapes
95.7096,41.6788,65.3108,19.025,69.042,5.7503,120.7125,strawberry
98.3554,26.065,110.8143,16.7706,68.016,5.8991,117.3407,strawberry
76.4057,47.5365,74.3479,17.3116,61.1416,5.8706,93.4203,peach
16.7295,61.6213,53.9362,24.8626,48.2503,6.7313,121.9647,grapes
91.2641,38.1504,97.9506,15.4058,68.1093,5.8987,85.4474,strawberry
116.2482,56.3181,65.9797,20.6511,48.6686,7.2886,41.062,peach
52.9201,33.4013,72.4916,17.9865,61.0344,6.595,85.243,cherry
20.486,50.611,70.4281,26.7282,47.5833,7.0228,63.9169,grapes
110.1818,46.7183,86.2596,17.8305,65.6739,6.7082,94.2476,cherry
109.6073,59.0469,67.2239,19.4053,67.9835,6.9847,130.2756,tomato
119.5485,53.4084,47.8296,26.8464,72.6177,6.2582,112.4146,maize
63.3666,31.569,44.9063,25.7179,73.1396,6.6032,124.1832,maize
70.3692,57.6987,49.1853,20.6671,58.7309,6.8905,82.5219,peach
70.8965,57.6494,81.3007,17.6694,69.8341,6.224,97.0068,potato
61.658,26.8932,31.8636,21.4497,50.3402,6.1118,38.0514,maize
72.3893,41.8977,107.1555,14.4857,72.3016,6.6006,45.6328,cherry
35.6299,66.5173,59.8486,26.572,56.6286,5.9064,62.0144,grapes
34.2312,64.7788,43.3376,24.6645,48.2054,6.246,61.7052,grapes
41.2692,121.1131,138.9683,17.3888,68.575,6.288,130.9124,apple
80.0215,15.9308,63.0663,26.1194,86.157,5.8088,87.3753,peach
18.1842,143.464,137.3913,20.6396,63.093,6.9026,139.264,apple
82.0758,51.0552,67.9523,22.7356,82.6456,6.7337,65.6174,peach
82.9936,71.579,73.4312,12.9082,55.2975,5.7882,108.7062,potato
58.922,51.69,79.491,16.823,69.4797,7.122,87.3331,cherry
95.6258,69.4993,105.4254,22.8452,50.2429,6.5862,139.8955,tomato
100.6866,59.0835,33.824,23.8005,48.212,6.8753,177.6928,maize
112.3463,25.2956,81.1291,25.5368,64.0463,5.9914,86.9967,bell_pepper
68.6844,46.7697,115.1914,16.6987,67.684,6.6975,70.9079,cherry
99.0318,41.002,33.4496,18.646,50.5286,6.077,64.4927,maize
65.9005,29.8127,44.0679,24.6639,80.0168,6.1872,114.3022,maize
6.6135,60.9816,65.8118,25.138,58.558,5.8822,16.8358,grapes
59.0872,55.4104,120.7651,16.0066,62.882,5.7947,74.8797,strawberry
50.9351,132.061,146.9788,19.5421,54.7842,6.2221,140.6729,apple
100.8453,47.3485,96.2541,15.2779,77.7352,6.8672,58.0111,cherry
5.5154,121.4561,149.265,18.1452,82.197,6.5007,111.225,apple
122.3637,33.9898,93.4462,15.726,65.2722,5.0959,131.8186,potato
61.8048,37.6003,36.5134,27.2504,65.4939,6.2062,146.8891,maize
41.8501,63.8372,74.7133,26.0034,62.0105,6.475,90.0853,grapes
98.3895,55.7778,46.9797,24.0,60.1855,5.6374,118.8966,maize
129.956,54.5711,106.725,27.6901,69.3967,6.0465,67.9701,tomato
87.7654,54.9606,28.3142,26.0737,83.5356,6.3957,104.7602,maize
92.6782,35.5994,77.212,13.5954,53.7285,5.6892,87.747,cherry
72.617,45.0428,92.2692,18.8081,82.4069,5.5408,65.229,strawberry
106.6561,30.2797,99.2981,30.6381,66.3422,6.6554,79.8327,tomato
70.6522,52.7391,92.9127,15.4297,76.8927,6.2011,81.0803,strawberry
69.5529,37.0317,93.0534,20.4576,65.1113,6.1829,105.8118,cherry
53.5949,32.4906,95.6597,22.671,79.408,5.9364,63.03,strawberry
78.05,56.6816,73.1074,16.4285,68.9468,6.5865,82.347,peach
68.0423,64.4318,103.8984,18.3997,56.7058,5.6347,93.1452,potato
57.3508,62.7134,88.1848,17.7491,51.5983,6.3494,64.7292,tomato
70.1715,33.0263,61.4861,13.3741,62.6446,6.265,87.2946,cherry
27.5677,119.4172,146.9717,15.4615,71.985,5.4948,129.0456,apple
99.5617,75.3073,76.7086,23.4234,79.2888,6.4084,110.5048,bell_pepper
59.5974,57.4516,72.1292,24.3948,50.2326,6.7033,106.6408,peach
30.0258,111.7991,141.3629,15.9636,64.0591,5.8487,73.9167,apple
100.0177,44.4843,90.0904,17.157,58.483,5.722,69.8368,bell_pepper
121.995,81.1428,86.0891,25.9018,68.7772,5.4071,106.6049,bell_pepper
6.3109,121.0837,151.5508,13.3451,70.4961,5.9464,149.6077,apple
85.4704,38.9297,40.2541,30.5239,65.2572,5.8432,110.6916,maize
72.3293,37.2772,89.4351,23.6338,80.264,5.9493,81.7201,peach
89.9479,47.5023,48.8009,24.7265,66.3474,6.1124,164.9469,maize
101.9764,44.4801,63.1898,21.391,77.9436,6.062,91.2968,bell_pepper
109.7546,66.4398,99.4164,21.0419,57.6242,6.3862,106.1661,bell_pepper
51.3783,43.0217,70.4949,18.4456,91.8399,5.9542,73.391,strawberry
72.7242,43.6625,64.1436,16.9577,70.5104,6.8546,94.8708,cherry
95.4527,46.9086,88.3367,17.9677,84.4304,5.7429,111.7867,strawberry
64.6341,51.1694,83.235,24.1932,52.1749,6.2853,70.1806,peach
28.1021,42.1298,45.1675,21.9679,40.2517,6.2409,68.6319,grapes
69.8645,48.6376,77.8957,22.4505,67.2146,5.5532,85.4543,strawberry
35.9763,50.0167,53.3202,24.1211,52.6629,6.9363,78.5193,grapes
62.9728,51.3102,61.852,28.5316,62.7783,6.3356,80.2971,peach
59.7899,52.7947,74.1164,10.6166,68.4868,4.7504,62.7794,strawberry
79.2783,49.2867,62.7126,16.9112,56.0321,6.4753,99.9646,cherry
83.813,33.1439,82.3215,18.4098,86.5755,5.0841,66.1694,strawberry
109.4642,61.3247,114.8233,19.2734,75.408,6.4462,148.238,potato
96.3535,32.5615,96.5367,24.0222,71.1326,5.1217,129.9177,potato
95.0838,59.7812,113.6481,12.8381,77.5675,5.7998,129.9062,potato
25.2762,31.5077,60.6017,24.896,52.5523,6.3001,100.3522,grapes
80.8138,39.6715,47.3776,24.515,51.6318,6.2254,102.7126,maize
112.757,71.1957,116.2169,14.0829,74.4626,5.6349,146.0375,potato
134.5301,26.8835,85.5331,20.1986,64.6334,5.7383,108.1502,bell_pepper
63.811,38.9357,57.6768,21.715,64.5669,6.124,44.1598,grapes
110.3266,54.4847,41.761,17.8255,74.4933,5.6986,128.7306,bell_pepper
29.9412,36.5564,53.0105,30.8407,51.708,6.1287,84.103,grapes
39.0488,137.8703,137.3756,21.2177,60.5773,5.1231,113.7422,apple
87.0517,41.4221,72.8475,19.2112,52.2203,6.1006,74.3373,peach
78.642,49.9524,128.6706,20.4211,61.3321,5.8693,138.7109,potato
90.1954,34.6701,86.233,19.5054,70.5277,6.186,96.7206,potato
94.1549,47.5829,65.2415,13.4351,63.7185,6.2694,58.537,cherry
85.6876,66.1671,87.2921,27.2589,91.7347,6.6719,91.8638,tomato
55.8217,35.8222,30.3437,19.3456,77.6959,7.3169,90.5021,maize
89.3093,63.7841,54.1581,11.36,64.046,6.2471,79.5561,cherry
86.1042,84.9242,79.6329,24.7932,62.8121,6.4026,125.0071,tomato
79.1763,36.0853,107.2059,30.561,48.4503,5.9003,73.063,peach
80.152,66.7991,58.4838,28.375,64.6323,6.1094,96.1142,peach
125.2674,71.9644,97.0383,21.9721,65.1986,5.859,103.8042,bell_pepper
94.842,45.3171,82.9522,19.498,70.9363,6.6429,71.5314,peach
16.1445,70.441,42.008,23.5665,70.0393,5.7451,55.4601,grapes
81.6973,26.4159,76.0443,15.8216,56.1904,5.5101,102.171,strawberry
99.5487,53.3986,61.223,21.8852,67.5591,6.4358,27.393,cherry
62.5006,55.6599,107.826,12.9628,54.021,4.8626,165.4018,potato
102.2131,71.325,112.8037,21.0633,79.5165,5.79,119.6008,bell_pepper
58.0827,50.3687,38.9124,24.5246,58.6823,6.2772,81.8634,cherry
95.6216,47.6045,35.7523,24.6818,73.716,6.0634,104.6391,maize
85.2681,45.885,107.7051,15.0524,79.0187,6.2118,76.4974,strawberry
99.0722,46.6032,106.5384,19.2523,45.15,6.666,61.1186,peach
119.6314,43.4313,46.294,30.0164,60.0301,7.1312,106.0758,maize
94.835,48.1683,68.471,24.2283,71.5984,5.8397,88.7651,peach
96.2447,11.2705,41.3439,22.3066,67.6556,6.2385,89.5122,peach
63.8941,57.2743,75.5706,20.0231,78.0763,5.7289,59.6195,strawberry
84.211,52.8022,33.3549,29.9526,60.2809,6.9868,98.8192,maize
71.6325,35.9018,50.3091,14.9602,67.6801,6.626,117.4876,cherry
108.3918,41.059,69.8854,26.5901,47.9711,6.105,75.5616,tomato
103.6051,65.1181,90.4551,20.2324,82.7953,6.5152,135.2441,tomato
30.9097,48.6613,63.5704,26.1068,35.4501,6.2621,106.5932,grapes
70.7118,32.61,62.3434,20.1183,51.1404,6.6055,135.3624,cherry
72.1929,54.3531,86.5923,25.4469,62.2852,6.8356,71.7347,peach
60.3496,50.4055,94.8946,19.9504,78.4689,5.7591,117.8281,strawberry
114.406,69.4088,84.6095,25.6916,72.3272,6.3801,97.42,bell_pepper
100.2198,40.7049,74.4058,23.648,76.1716,6.5128,103.9523,bell_pepper
5.3613,38.8167,55.1183,27.795,65.0023,5.8261,43.6112,grapes
71.7823,37.5161,50.1868,20.6054,47.9257,5.8763,61.8464,peach
42.7838,38.8872,99.4508,18.126,79.0871,5.7481,89.8651,strawberry
43.1978,129.4479,137.4442,17.1019,82.7844,5.8244,142.5216,apple
68.3046,36.4957,84.1664,19.6638,81.2686,6.2638,94.152,strawberry
140.0,35.817,130.2478,24.1527,61.1614,7.1521,93.0091,tomato
23.6639,117.847,143.5425,16.5635,75.0048,6.1252,116.0767,apple
131.2625,42.5219,101.7634,24.8075,61.9765,6.7211,89.3293,bell_pepper
116.6484,76.2648,81.4857,21.7499,72.7972,7.0387,124.9512,bell_pepper
71.7297,43.7677,71.1999,21.5013,82.2807,6.6252,119.0253,strawberry
72.4846,43.0952,63.6431,17.6716,67.4641,5.6414,110.7656,cherry
98.8484,35.9764,78.5536,19.6057,79.9945,6.0087,139.756,potato
113.673,36.2345,131.7471,11.4913,74.0465,6.061,89.4126,potato
14.4197,122.6813,158.0642,15.9008,50.9534,6.185,167.5418,apple
98.9002,35.5798,69.741,20.3439,63.5399,6.7969,63.6128,peach
86.6469,24.6638,91.7962,19.536,75.9818,5.4421,105.5574,potato
86.366,58.1599,86.435,21.8845,59.0324,6.215,116.4182,tomato
105.0685,59.56,81.9894,26.0553,52.0249,6.2883,71.5677,peach
120.9871,67.7878,70.0025,24.0528,76.8605,7.0909,93.8882,bell_pepper
66.8003,34.098,62.6335,15.5119,89.0008,6.762,37.3072,cherry
76.4592,66.6989,88.8312,19.057,58.7168,5.811,108.5259,bell_pepper
95.0105,52.4137,91.0621,16.5655,69.1773,5.2239,85.2761,potato
97.6694,42.354,101.1829,15.9212,73.455,5.7501,81.9557,potato
26.4824,132.9471,146.8396,17.5347,70.1018,6.4659,61.6635,apple
50.265,36.0216,113.4762,23.4417,71.9385,5.6783,90.1329,strawberry
56.3343,46.1275,64.0667,25.1128,56.1195,6.8232,40.3371,grapes
42.0856,44.3826,58.6359,27.3914,43.4415,5.7511,21.3367,grapes
85.3527,38.9334,46.2535,18.6397,45.9098,6.9341,138.5008,maize
99.1346,39.6057,77.7834,21.8343,58.7664,5.8567,39.0194,peach
95.6848,44.4838,78.9106,21.5293,59.9774,5.5386,125.8649,strawberry
75.0723,43.4965,104.7178,28.4896,94.4883,6.4907,113.5547,tomato
71.775,55.4056,102.162,21.7805,71.627,6.5394,71.5789,strawberry
78.5951,38.3166,67.0362,19.4658,75.1563,5.9233,90.597,strawberry
74.5642,42.9518,20.9294,27.7177,59.5139,6.1123,62.8055,maize
80.6047,25.9218,86.7727,14.7698,74.6697,6.1068,115.4455,strawberry
53.8915,54.9689,88.9084,20.812,66.1915,5.8724,100.5991,strawberry
69.6728,43.7606,67.6623,16.6568,54.043,6.6681,85.2957,cherry
106.5021,50.8759,89.0169,22.7107,61.2547,6.0502,70.7247,tomato
76.8944,75.8703,96.7233,15.9979,77.0934,6.3042,114.4671,potato
54.247,72.1083,71.8738,18.4524,81.6225,6.1838,81.7872,strawberry
104.1828,35.4857,95.327,25.2632,48.5133,6.7984,48.7072,peach
22.5991,123.5203,137.7041,11.9966,72.9043,5.8907,106.3193,apple
62.4113,49.7057,46.5145,19.3986,76.7605,5.8429,118.896,strawberry
105.6626,56.8676,94.9426,22.4905,55.8265,6.1343,77.5724,peach
104.4997,40.1559,102.1592,18.1694,81.3669,5.9365,61.324,strawberry
115.6032,61.7573,47.2417,25.16,63.818,5.8899,98.1965,maize
46.7119,75.8841,92.615,15.669,65.7401,6.5331,76.2435,strawberry
95.3861,39.4453,88.5269,24.428,86.9812,5.7493,57.1171,bell_pepper
23.3146,52.4517,65.1039,24.3203,53.962,6.0947,107.4567,grapes
70.6138,41.0298,115.5526,14.198,78.6702,4.551,138.1352,potato
72.3686,39.2721,95.2232,22.0153,57.2422,6.6433,114.2032,peach
92.1539,50.9154,62.0365,31.3924,79.8773,6.4738,95.8063,bell_pepper
87.1255,37.0988,63.396,16.6475,70.3292,5.8458,46.8409,peach
111.2229,38.8902,111.7716,29.4644,53.8373,5.8273,89.9403,tomato
38.6719,118.3361,154.8058,13.3723,65.7699,5.7431,132.7713,apple
61.6968,36.8877,82.2682,19.14,55.7713,6.5731,101.5754,peach
93.1785,55.2139,119.6582,18.594,84.9323,5.6293,128.652,potato
58.1699,46.3737,60.4846,20.7466,68.664,7.0298,16.5735,grapes
101.1955,45.4059,97.3543,18.5622,52.3157,6.04,51.7277,tomato
131.6046,72.949,40.0679,27.5766,68.8013,6.7382,64.612,bell_pepper
131.979,50.5795,83.5962,18.3198,62.2304,5.6391,75.0703,bell_pepper
79.8762,41.4392,89.8726,13.0441,65.1378,5.6143,78.2044,potato
62.2835,38.974,16.3238,22.3513,61.3128,6.2016,142.9104,maize
84.5076,45.4932,82.2411,20.8122,78.2215,6.1741,91.8851,peach
82.8625,40.385,47.4496,24.4435,52.9569,6.2752,103.3436,maize
47.4269,47.4399,27.4565,28.6618,66.9605,6.0656,81.659,maize
115.9342,52.3867,120.8485,32.1925,68.6821,6.3907,113.5678,bell_pepper
126.8801,53.2108,78.9355,24.7713,68.5657,7.0296,126.3979,bell_pepper
102.06,47.4463,106.2765,22.9307,63.4787,5.4985,140.0122,potato
108.7972,40.9165,89.5407,21.5982,45.5102,5.779,100.5879,peach
65.9998,36.0195,95.2495,23.7313,75.8987,5.7607,106.0535,strawberry
41.8752,50.3421,59.3748,21.5297,48.4732,6.691,46.355,grapes
31.5609,112.0469,156.1135,17.6872,71.1709,5.8106,106.6855,apple
56.9841,49.4525,91.9623,21.8337,68.835,5.2229,67.7753,strawberry
42.8337,36.2224,89.8839,25.6713,83.9709,6.2196,91.8775,potato
27.4355,131.8306,138.8742,16.5242,52.6196,5.0422,132.2446,apple
73.2765,44.509,110.5119,17.0307,56.8801,6.3526,53.7513,peach
119.3611,69.1117,102.9004,32.3577,72.8365,6.2204,84.7645,tomato
33.7266,23.7237,67.4842,22.4345,54.4609,6.3059,36.4745,grapes
86.0279,59.3394,46.7646,23.7862,61.1844,6.5132,64.0269,cherry
27.8404,40.4173,66.8878,24.273,63.7935,6.2191,111.4722,grapes
73.4106,53.0315,94.974,20.2414,66.5917,6.6512,83.1301,cherry
81.6558,23.361,39.2494,20.4083,52.3434,6.4003,87.3734,peach
83.3587,53.9092,55.2064,16.4904,66.5621,6.3997,78.2446,cherry
75.6041,43.9852,76.385,22.789,59.5317,6.5069,76.7456,cherry
130.1431,50.0075,101.8704,18.6131,75.3518,6.4618,56.7738,potato
94.8658,38.8276,121.4692,21.6652,68.6971,5.51,96.1127,potato
80.1894,22.7675,49.8424,21.8884,55.3608,5.8261,85.7386,cherry
121.2386,74.4531,95.0991,19.9268,62.6972,5.634,57.7516,bell_pepper
71.6706,57.0042,65.1091,13.7996,68.6026,6.6634,29.7755,cherry
97.9636,61.1331,96.0716,20.2974,65.8163,6.0065,112.8759,potato
52.6219,53.5008,51.3114,25.6158,63.7657,6.6579,111.5567,maize
59.3737,59.0485,87.736,16.382,80.0383,5.0654,77.5349,strawberry
74.7656,48.8292,76.652,16.046,67.7223,5.818,122.4255,strawberry
93.5958,43.3107,34.536,30.506,73.6993,6.7362,123.9519,maize
56.0984,59.5916,68.6708,14.2323,63.8322,7.0475,83.8039,cherry
48.9334,33.2324,73.9259,21.8398,57.5074,6.1107,29.0164,grapes
66.956,32.4416,40.3985,25.2418,50.0058,6.6546,132.5371,maize
42.8877,128.7738,162.6,16.9619,60.6247,6.2931,126.2983,apple
76.4565,39.5771,21.8034,28.0437,59.3268,6.0562,64.4267,maize
85.1154,68.7858,92.8059,10.658,78.9745,5.3127,117.4162,potato
118.1724,29.6544,56.6037,19.2293,50.6274,6.8449,80.58,peach
30.3674,37.9181,87.2525,19.3295,93.6569,6.0337,98.8329,strawberry
29.1908,141.7541,150.299,19.3535,74.2365,6.3378,104.3087,apple
76.7231,55.0727,104.6135,19.4453,61.756,5.7541,104.1438,peach
45.8589,121.1475,157.4338,20.072,67.6161,5.5183,83.6413,apple
68.8972,39.185,41.7915,25.5892,76.3713,6.5144,88.4063,maize
136.2491,58.2113,80.8291,26.5416,74.5475,5.1101,65.5084,tomato
69.0576,47.1122,71.2673,13.812,84.8676,6.2448,71.2731,strawberry
93.3366,20.3958,89.0616,25.3563,59.6404,6.334,74.1077,peach
63.0838,53.4056,88.7857,19.2567,74.1459,6.2065,112.4143,potato
3.4693,121.0516,150.9362,17.9617,81.9783,6.495,109.0608,apple
85.5121,54.1384,70.9323,28.5123,95.5186,5.4409,81.2943,tomato
87.216,48.8221,75.3426,26.286,77.5416,5.584,83.3031,peach
30.904,30.4616,60.8177,26.9091,48.8052,6.2889,86.5631,grapes
60.2844,61.8228,76.291,21.632,70.113,5.9016,120.9408,strawberry
27.2134,59.9882,67.0025,15.1854,66.1143,6.5516,78.1155,cherry
87.6262,57.8003,61.1123,21.3606,66.7018,5.6092,101.0834,bell_pepper
51.3575,39.5682,78.2677,18.9865,58.9993,6.288,74.3738,peach
54.6635,62.3316,75.8502,19.1978,56.2597,5.5868,52.9456,grapes
136.4742,52.7792,43.524,24.0111,72.153,6.2892,83.1716,potato
22.9332,34.3393,58.4034,20.199,71.7047,6.0644,65.3524,grapes
6.061,55.1232,45.7937,26.0609,54.3747,6.2899,61.2928,grapes
25.859,123.5392,143.3104,13.7183,75.3821,5.3731,136.9412,apple
36.8826,132.6476,153.5762,20.3343,56.5714,6.5587,53.4652,apple
31.6109,123.0241,159.1721,16.609,57.996,5.9201,116.7084,apple
40.9118,37.673,46.4077,26.6093,60.7495,6.8615,116.0141,grapes
24.7843,121.6792,147.8804,18.0014,54.5217,6.4195,126.5724,apple
140.0,71.0543,73.9264,26.1855,65.6999,6.4098,111.7253,tomato
82.2243,36.7087,72.8152,19.9171,64.7843,6.102,101.7784,cherry
88.6664,30.4153,88.6785,23.5948,87.3445,6.6227,107.9232,peach
130.7476,53.8795,121.0948,30.8673,72.7387,6.7698,94.1094,tomato
101.2876,46.3656,109.6677,29.7941,65.4608,6.7007,123.4028,tomato
104.8434,33.8096,54.7042,24.7493,63.0425,7.3714,145.9003,bell_pepper
55.3567,67.0366,47.951,18.0525,56.105,6.9423,48.9339,peach
74.7545,54.6721,73.0913,18.6799,56.9082,6.235,59.1065,cherry
97.3006,26.6516,116.1431,15.6443,82.3633,5.283,58.8238,potato
112.0898,57.3887,66.1982,26.8388,84.5966,6.6125,110.3942,tomato
140.0,58.2573,91.9427,25.7133,81.272,6.6286,68.2903,bell_pepper
86.4689,33.9699,41.0551,27.204,53.442,6.3146,140.5149,maize
108.848,42.5067,67.6169,18.4685,54.9916,6.6457,76.3955,cherry
67.0736,48.8022,120.293,21.2867,60.5356,5.8212,157.9884,potato
21.1028,121.6052,153.6575,24.3308,76.1282,6.3886,106.8205,apple
111.2815,46.607,109.7767,21.9044,69.9411,6.6234,89.0124,tomato
91.2113,35.5616,33.5745,23.8761,69.5007,6.7994,125.8518,maize
46.6092,134.8696,145.5615,18.9653,62.8962,5.8017,120.2768,apple
86.1126,39.9675,109.9169,15.684,68.4976,6.1996,93.4772,potato
9.3058,79.6898,44.4022,29.8176,44.448,6.3987,87.1313,grapes
85.6415,42.5886,108.5644,25.2752,79.939,6.1833,90.5491,bell_pepper
84.7755,55.6463,103.7085,14.6944,82.1143,5.7341,87.2233,strawberry
77.826,55.8535,43.4224,20.0752,51.7357,6.6452,0.0,peach
74.9329,42.9819,66.0113,24.3486,65.8031,6.0619,65.4165,peach
38.4697,42.4085,48.9215,26.9119,61.8657,5.618,36.2398,grapes
51.5101,47.4541,66.5151,25.6042,60.195,6.5707,88.8173,grapes
84.1032,58.5357,76.7029,17.4542,68.9273,6.5249,76.7701,cherry
99.7826,43.7999,52.8716,11.3776,56.3278,6.1456,62.361,cherry
104.217,53.7157,48.3983,25.7233,77.4304,5.9105,115.7533,bell_pepper
74.7448,77.4062,48.4075,11.3405,60.2604,6.5259,75.7349,cherry
82.0149,28.8296,64.2502,15.7219,56.0081,6.8356,58.1265,cherry
25.0064,45.0594,43.717,23.9596,51.8388,6.2065,71.7156,grapes
95.3056,42.5057,59.9526,15.3894,69.7653,6.3712,55.5091,cherry
58.3906,43.1246,86.6048,20.1603,64.0971,7.0336,87.6036,cherry
63.7567,47.6017,43.5323,26.5025,81.7184,6.6076,83.6707,maize
95.5203,57.1853,56.786,13.8578,53.7098,7.3091,48.0496,cherry
4.6095,103.9447,138.9141,20.6077,67.4055,6.2813,126.0085,apple
68.6912,69.7058,96.2624,21.9297,72.9824,6.161,70.7663,cherry
112.0479,49.5806,103.5364,22.8381,50.5786,6.1836,74.2616,peach
99.0629,58.5966,158.2168,26.5192,53.4997,6.5617,67.5781,tomato
